CLY23-D4,Rep,Female genotype,Species,Notes,DTS,DTA,PH (cm),EH (cm),EN,BW (cm),BL (cm),SL (cm),SPAD 1,SPAD 1 Date,SPAD 2,SPAD 2 Date,Leaf Auringle,ST,StPu,StPi,Zigzag,Prolificacy,Brace roots,Fv/Fm,Fv/Fm Date
6612,3,Nabo-JSG-SRV-604_P2_P1_P2_P1.4.1.1,Nabo,,7/6/2023,7/6/2023,200,67,2,8.7,69,12.6,67.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/11/2023
6613,3,Dura-JSG-Y-RMM-429_P2_P1_P5_P2.3.1.1,Dura,,7/2/2023,7/1/2023,201,70,2,7.6,58,13.2,57.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6614,3,Zdip-JLVTKV-719_P2_P1_P3_P3.4.1.1,Zdip,,7/7/2023,7/5/2023,205,84,2,8.1,54.1,15.6,56,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/12/2023
6615,3,Zdip-CIM10003_P3_P1_P2_P2.3.1.1,Zdip,,7/2/2023,7/11/2023,152,55,4,7.7,48.8,11.7,61,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6616,3,B73,B73,,7/1/2023,6/30/2023,192,66,2,8.3,60.4,13,62.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6617,3,Nabo-JSG-SRV-604_P3_P1_P2_P4.3.1.1,Nabo,,7/3/2023,7/1/2023,216,89,3,8,66.4,14.4,64.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6618,3,Hueh-H2_P4_P1_P4_P1.3.1.1,Hueh,,7/2/2023,7/2/2023,217,67,2,8.1,60.5,11,55,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6619,3,Bals-JSG-467_P2_P1_P3_P2.1.1.1,Bals,,7/3/2023,7/2/2023,228,81,2,9.6,73,14.9,61.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6620,3,Bals-JLHNM-661_P2_P2_P5_P2.2.1.1,Bals,,6/29/2023,6/28/2023,196,60,2,8.6,64.2,12.7,64.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6621,3,Dura-JSG-Y-RMM-429_P4_P1_P3_P4.3.1.1,Dura,,6/26/2023,6/26/2023,165,62,8,6.9,55.1,12,48.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6622,3,Chal-JSG-JMHC-639_P2_P1_P4_P1.1.1.1,Chal,,7/2/2023,7/1/2023,193,57,2,6.5,49.2,15.4,56.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6623,3,Dura-JSG-SRV-EAM-705_P4_P1_P1_P2.1.1.1,Dura,,7/1/2023,7/1/2023,192,61,3,8,58,14,58.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6624,3,Bals-JSG-RMM-LCL-514_P3_P1_P3_P1.1.1.1,Bals,,7/4/2023,7/1/2023,171,53,2,7.6,60,15.3,56,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6625,3,Bals-JSG-LCL-672_P4_P1_P5_P1.1.1.1,Bals,,7/4/2023,7/2/2023,195,53,2,9.8,68.7,13.6,64.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6626,3,Nabo-JSG-SRV-604_P3_P1_P1_P3.3.1.1,Nabo,,6/27/2023,6/26/2023,161,55,2,6.9,51.1,12.7,55.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6627,3,Nabo-JSG-SRV-606_P2_P1_P4_P1.2.1.1,Nabo,,7/1/2023,6/26/2023,170,37,2,8.6,66.2,13,60.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6628,3,Zlux-G3_P3_P1_P1_P1.4.1.1,Zlux,,7/1/2023,7/1/2023,191,68,2,8.4,62.8,13.9,55.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6629,3,Zdip-CIM10003_P2_P1_P4_P4.3.1.1,Zdip,,7/1/2023,7/1/2023,166,48,2,6.2,54.1,14.5,52.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6630,3,Dura-JSG-SRV-EAM-705_P4_P1_P4_P3.2.1.1,Dura,,6/27/2023,6/26/2023,172,66,3,8,51.5,12.1,51.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6631,3,Mesa-JSG-LCL-566_P2_P1_P2_P1.1.1.1,Mesa,,7/1/2023,7/1/2023,176,60,4,8.9,64,11.8,62,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6632,3,Dura-JSG-Y-RMM-429_P4_P1_P4_P2.1.1.1,Dura,,7/2/2023,7/1/2023,187,68,1,8.8,63.9,13,53,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6633,3,Zdip-CIM10003_P3_P1_P2_P1.3.1.1,Zdip,,7/1/2023,7/1/2023,175,53,2,8,58.8,13.5,65.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6634,3,Mesa-JSG-Y-LOS-75_P1_P1_P5_P1.2.1.1,Mesa,,7/1/2023,7/1/2023,181,52,2,7.6,63,14.4,58.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6635,3,Hueh-H2_P4_P1_P5_P1.4.1.1,Hueh,,7/5/2023,7/5/2023,202,71,3,6.7,62,13.4,60.2,7/17/2023,,,in FB (pickles),N,Y,Y,,,,,8/10/2023
6636,3,Bals-JSG-RMM-LCL-534_P1_P1_P3_P1.1.1.1,Bals,,7/4/2023,7/4/2023,148,42,2,8.4,53.8,12.4,61.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6637,3,Bals-JSG-RMM-LCL-487_P1_P1_P5_P1.1.1.1,Bals,,7/9/2023,7/11/2023,195,92,2,8.9,70.6,13.5,63.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/14/2023
6638,3,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P2.3.1.1,Zdip,,7/1/2023,6/29/2023,190,57,2,8.2,61.6,14.2,55.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6639,3,B73,B73,,7/2/2023,7/1/2023,187,68,3,8.6,64,13,62.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6640,3,Bals-JACV-T-049_P2_P1_P2_P1.1.1.1,Bals,,6/29/2023,6/30/2023,192,63,4,7,55.5,12.3,56.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6641,3,Nabo-JSG-SRV-606_P2_P1_P2_P1.2.1.1,Nabo,,6/29/2023,6/29/2023,175,66,3,8.9,54.2,14,53.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6642,3,Mesa-JSG-LCL-JGRF-586_P1_P2_P2_P1.2.1.1,Mesa,,7/1/2023,6/29/2023,197,75,2,7.6,52.2,13,59.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6643,3,Chal-JSG-JMHC-634_P3_P1_P1_P1.3.1.1,Chal,,6/30/2023,6/29/2023,191,70,3,8,58.3,14.5,59.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6644,3,Mesa-CIM11365_P2_P2_P2_P1.2.1.1,Mesa,,7/2/2023,7/1/2023,196,92,3,8.1,61.3,13.6,56.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6645,3,Bals-JSG-Y-RMM-458_P1_P1_P3_P2.2.1.1,Bals,,7/3/2023,7/1/2023,198,71,2,7.8,65.5,14.7,54.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6646,3,Hueh-H1_P3_P1_P5_P1.2.1.1,Hueh,,7/2/2023,7/1/2023,195,92,4,8.2,64,14.4,59.8,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/7/2023
6647,3,Zdip-CIM10003_P3_P1_P3_P1.3.1.1,Zdip,,7/1/2023,7/1/2023,192,70,3,6.7,56.5,13.6,62,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6648,3,Bals-JSG-RMM-LCL-495_P4_P1_P4_P2.1.1.1,Bals,,6/26/2023,6/26/2023,205,92,4,7.9,54.2,13.9,55.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6649,3,Mesa-JSG-LCL-689_P2_P1_P5_P1.1.1.1,Mesa,,6/26/2023,6/27/2023,196,93,6,8.2,50.7,10.5,62.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6650,3,Mesa-JSG-426_P2_P2_P2_P1.1.1.1,Mesa,,7/1/2023,6/30/2023,206,75,5,8.4,71.8,15.3,61.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6651,3,Mesa-JSG-Y-RMM-440_P3_P1_P3_P1.3.1.1,Mesa,,7/2/2023,7/1/2023,203,61,4,8.1,56.9,14,58,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/7/2023
6652,3,Dura-JSG-Y-RMM-429_P4_P1_P4_P3.3.1.1,Dura,,6/26/2023,6/27/2023,172,43,7,7.4,61.5,11.9,56.9,7/17/2023,,,in FB (pickles),N,Y,Y,,,,,8/1/2023
6653,3,Bals-RMM-11_P2_P1_P3_P2.2.1.1,Bals,,7/1/2023,7/1/2023,207,91,2,6.8,65.4,15,55.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6654,3,Mesa-JSG-RMM-LCL-473_P3_P1_P4_P1.2.1.1,Mesa,,7/2/2023,7/2/2023,223,77,2,9,66,14.6,67.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6655,3,Chal-CIM27215(CIM-1)_P2_P1_P1_P2.3.1.1,Chal,,7/2/2023,7/2/2023,195,172,2,8.1,66.1,13,61.4,7/17/2023,,,in FB (pickles),N,Y,Y,,,,,8/7/2023
6656,3,Mesa-JSG-LCL-689_P2_P1_P2_P1.1.1.1,Mesa,,7/1/2023,7/1/2023,202,76,3,7.1,50.2,14,53.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6657,3,Bals-JSG-RMM-LCL-495_P4_P1_P5_P2.1.1.1,Bals,,7/15/2023,7/15/2023,151,,,7.4,57,13.5,46.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/20/2023
6658,3,B73,B73,,7/4/2023,7/2/2023,197,56,4,9.4,61.9,12.2,63.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6659,3,Zdip-CIM10003_P2_P1_P2_P2.3.1.1,Zdip,,6/24/2023,6/26/2023,197,50,4,9.7,63.5,14.9,53.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,7/30/2023
6660,3,Bals-JLNCM-643_P3_P1_P1_P1.2.1.1,Bals,,6/29/2023,6/29/2023,200,72,2,9.3,67,14,59.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6661,3,Zlux-G3_P3_P1_P4_P2.2.1.1,Zlux,,7/5/2023,7/5/2023,232,78,3,8,67.1,16,57.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6662,3,Chal-JSG-JMHC-626_P4_P2_P1_P1.4.1.1,Chal,,6/28/2023,6/28/2023,226,56,2,9.2,69.8,13.1,25.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6663,3,Zdip-JSG-RMM-LCL-551_P2_P1_P1_P3.3.1.1,Zdip,,,,95,,,5.1,47.1,10.9,59.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,2/4/1900
6664,3,B73,B73,,7/4/2023,7/2/2023,199,79,3,7.9,67.5,14.6,63.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6665,3,Zdip-JLVTKV-720_P1_P1_P5_P3.2.1.1,Zdip,,6/30/2023,6/30/2023,184,72,4,6.7,55.7,13.8,58.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6666,3,Hueh-H2_P4_P1_P3_P1.3.1.1,Hueh,,7/1/2023,7/2/2023,204,72,4,8.6,65.5,12.9,62.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6667,3,Bals-JSG-RMM-LCL-483_P3_P1_P4_P1.1.1.1,Bals,,7/3/2023,6/28/2023,128,44,2,5.6,41.5,9.6,61.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6668,3,B73,B73,,7/2/2023,7/1/2023,191,67,2,8.5,61.1,14,62.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6669,3,B73,B73,,7/4/2023,7/2/2023,193,62,2,8.7,68,13.4,54.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6670,3,Zlux-G3_P3_P1_P4_P3.5.1.1,Zlux,,7/2/2023,7/3/2023,181,70,2,7.8,65,13.8,61.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6671,3,Nabo-JSG-SRV-606_P2_P1_P2_P1.3.1.1,Nabo,,7/1/2023,7/1/2023,193,62,3,8.6,65.4,11.5,59.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6672,3,B73,B73,,7/2/2023,7/2/2023,195,61,2,8.1,61.2,15.2,56.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6673,3,Hueh-H2_P4_P1_P4_P2.1.1.1,Hueh,,7/1/2023,6/30/2023,175,66,6,7.9,59,14,67,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6674,3,B73,B73,,7/4/2023,7/2/2023,178,48,2,8.4,65.5,13.9,57.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6675,3,Bals-JLNCM-646_P2_P1_P1_P2.1.1.1,Bals,,7/3/2023,7/2/2023,191,51,2,8,55.6,14.5,48.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6676,3,Hueh-H1_P3_P1_P4_P1.2.1.1,Hueh,,7/1/2023,7/1/2023,192,72,3,7.7,59.6,14.6,61.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6677,3,B73,B73,,7/3/2023,7/1/2023,187,67,3,8.8,68,13.8,61.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6678,3,Hueh-H1_P3_P1_P1_P1.3.1.1,Hueh,,7/2/2023,7/1/2023,195,65,3,7.8,55.5,15.2,54.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6679,3,B73,B73,,7/2/2023,7/1/2023,195,68,2,7.2,55.6,13.7,59.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6680,3,Dura-JSG-SRV-EAM-705_P4_P1_P4_P6.1.1.1,Dura,,7/1/2023,7/1/2023,168,164,2,8.8,59.8,13,62.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6681,3,Purple Check,Check,,NA,NA,,,,,,,,,,,in FB (pickles),,,,,,,,
6682,3,Mesa-JSG-Y-RMM-444_P2_P1_P2_P2.1.1.1,Mesa,,6/22/2023,6/22/2023,124,22,8,9.5,55.7,11.5,62.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,7/28/2023
6683,3,Zlux-FAC--P-87_P1_P1_P4_P1.1.1.1,Zlux,,7/1/2023,6/29/2023,190,67,4,9,68.3,13.5,58.3,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6684,3,Chal-JSG-JMHC-614_P1_P1_P2_P1.1.1.1,Chal,,6/26/2023,6/26/2023,194,52,6,8.2,62.9,14,54.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6685,3,Mesa-JSG-LCL-565_P2_P1_P2_P2.2.1.1,Mesa,,7/2/2023,7/1/2023,193,60,2,7.8,57.1,15,46.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6686,3,B73,B73,,7/3/2023,7/1/2023,193,70,3,8.8,59.6,12.5,59.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/8/2023
6687,3,Zdip-CIM10003_P3_P1_P4_P2.2.1.1,Zdip,,7/1/2023,7/1/2023,201,89,5,8.1,58.9,14,57.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6688,3,Dura-JSG-Y-RMM-429_P2_P1_P1_P3.1.1.1,Dura,,7/1/2023,7/1/2023,226,65,3,7.9,59.2,15.5,60.3,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6689,3,Zdip-JLVTKV-720_P1_P1_P5_P2.4.1.1,Zdip,,6/30/2023,7/2/2023,110,23,3,7,52.7,13.3,52.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6690,3,Zlux-G6_P4_P1_P3_P3.4.1.1,Zlux,,7/7/2023,7/5/2023,204,65,2,9,69.9,16.8,59.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/12/2023
6691,3,Bals-JSG-RMM-LCL-539_P3_P1_P4_P2.1.1.1,Bals,,6/28/2023,6/29/2023,193,66,3,8.8,68.2,14.2,60.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/3/2023
6692,3,Bals-JLNCM-646_P2_P1_P4_P2.2.1.1,Bals,,7/1/2023,6/30/2023,157,38,7,8.4,61,13.4,57.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6693,3,Zlux-G3_P3_P1_P1_P1.3.1.1,Zlux,,7/12/2023,7/10/2023,215,76,3,10,72.8,14.8,64.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/17/2023
6694,3,Zdip-CIM10003_P2_P1_P5_P2.1.1.1,Zdip,,7/4/2023,7/2/2023,228,92,2,8.4,61.5,14.5,58.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6695,3,Hueh-H1_P3_P1_P4_P1.1.1.1,Hueh,,7/1/2023,6/27/2023,201,74,2,7.7,65.5,14.6,55.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6696,3,Bals-JSG-LCL-676_P3_P1_P4_P1.2.1.1,Bals,,7/1/2023,7/1/2023,198,72,3,8.1,61.6,14.4,56.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6697,3,Bals-JSG-RMM-LCL-517_P2_P1_P3_P1.1.1.1,Bals,,7/4/2023,7/2/2023,201,87,2,7.3,53.1,13.9,59.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6698,3,B73,B73,,7/1/2023,7/1/2023,187,55,2,8.6,64,13.6,57.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6699,3,Nabo-JSG-SRV-604_P2_P1_P5_P3.3.1.1,Nabo,,6/26/2023,6/27/2023,194,51,3,7.7,54.5,13.1,57.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6700,3,Bals-JSG-LCL-676_P3_P1_P3_P1.2.1.1,Bals,,7/4/2023,7/4/2023,200,75,2,7.4,55.1,13,56.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6701,3,Bals-JSG-RMM-LCL-487_P1_P1_P2_P1.2.1.1,Bals,,7/4/2023,7/4/2023,200,57,4,7.4,55.7,15,58.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6702,3,Zlux-G6_P4_P1_P1_P1.4.1.1,Zlux,,7/1/2023,6/30/2023,201,63,3,8.5,63.4,13.4,48,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6703,3,Bals-JSG-LCL-JR-P-702_P4_P1_P5_P1.2.1.1,Bals,,7/1/2023,6/30/2023,196,84,3,7.6,58,14.2,57.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6704,3,Nabo-JSG-SRV-604_P2_P1_P5_P3.1.1.1,Nabo,,6/27/2023,6/28/2023,172,45,2,9,62,13,54.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6705,3,Nabo-JSG-SRV-604_P3_P1_P5_P2.4.1.1,Nabo,,7/1/2023,6/28/2023,195,68,3,7,62.1,14.9,57,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6706,3,Zlux-G6_P4_P1_P3_P2.2.1.1,Zlux,,7/1/2023,7/1/2023,195,74,4,8.9,56.1,14.5,62.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6707,3,Zdip-CIM10003_P2_P1_P3_P2.3.1.1,Zdip,,7/7/2023,7/5/2023,155,38,1,6.1,51.9,11.5,52.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/12/2023
6708,3,Dura-JSG-SRV-EAM-708_P3_P1_P2_P1.2.1.1,Dura,,6/26/2023,6/26/2023,142,60,5,7.8,61.6,11.5,51.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/1/2023
6709,3,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P2.1.1.1,Zdip,,7/1/2023,6/30/2023,175,57,2,7.9,53.9,12.6,57.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6710,3,Bals-JSG-RMM-LCL-548_P4_P1_P4_P1.1.1.1,Bals,,6/30/2023,6/30/2023,231,92,5,7.4,63,14.8,54.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/5/2023
6711,3,Bals-JSG-RMM-LCL-534_P1_P1_P1_P1.1.1.1,Bals,,7/4/2023,7/2/2023,192,66,4,7,61.1,14.4,52.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6712,3,Dura-JSG-Y-RMM-429_P2_P1_P5_P2.1.1.1,Dura,,7/1/2023,6/29/2023,203,72,3,7.1,54.9,15.5,60.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6713,3,Dura-JSG-SRV-EAM-705_P1_P1_P5_P1.2.1.1,Dura,,7/1/2023,7/1/2023,192,78,2,5.5,48.7,13.4,56.2,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/6/2023
6714,3,Bals-JSG-RMM-558_P3_P1_P2_P2.2.1.1,Bals,,7/1/2023,7/1/2023,201,55,3,9.4,64,12.5,57.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6715,3,Mesa-JSG-RMM-LCL-536_P1_P1_P2_P1.2.1.1,Mesa,,7/2/2023,7/1/2023,195,73,3,7.7,58.7,14.3,59.4,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6716,3,B73,B73,,7/1/2023,6/28/2023,192,72,3,7.9,61.4,13,59.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6717,3,Hueh-H1_P3_P1_P2_P2.1.1.1,Hueh,,7/5/2023,7/4/2023,216,92,3,6.9,61,12,53.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6718,3,Zlux-FAC--P-87_P1_P1_P1_P2.3.1.1,Zlux,,6/29/2023,6/29/2023,168,58,6,9.4,57.9,13.3,62.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/4/2023
6719,3,Zdip-JLVTKV-719_P2_P1_P5_P5.1.1.1,Zdip,,7/1/2023,7/2/2023,194,72,4,8.6,65.1,14.6,62.9,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6720,3,Mesa-JSG-LCL-566_P2_P1_P4_P1.2.1.1,Mesa,,7/1/2023,7/1/2023,188,75,4,7.1,59.6,13.4,57.6,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6721,3,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P1.3.1.1,Zdip,,7/1/2023,6/27/2023,194,71,2,9.1,64.9,13.4,57.8,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6722,3,Mesa-JSG-465_P1_P1_P5_P1.1.1.1,Mesa,,7/4/2023,7/2/2023,209,61,1,8.8,72.7,15.2,56.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6723,3,B73,B73,,7/1/2023,6/28/2023,200,66,2,8.5,66.6,13.1,58.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6724,3,Mesa-JSG-465_P1_P1_P2_P2.1.1.1,Mesa,,7/7/2023,7/5/2023,200,71,2,10,65.4,16,54.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/12/2023
6725,3,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P1.3.1.1,Zdip,,7/5/2023,7/2/2023,205,75,2,9.4,66.2,14.5,62,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6726,3,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P2.4.1.1,Zdip,,7/4/2023,7/3/2023,176,61,2,8.2,,14.5,65.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6727,3,Mesa-JSG-LCL-566_P2_P1_P4_P2.2.1.1,Mesa,,7/4/2023,7/2/2023,208,73,2,7.3,56.1,13.5,55,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6728,3,Zdip-JLVTKV-719_P2_P1_P5_P2.2.1.1,Zdip,,7/1/2023,7/1/2023,185,58,2,7.4,63,13.2,47.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6729,3,Zlux-G3_P3_P1_P3_P2.2.1.1,Zlux,,7/4/2023,7/10/2023,205,45,2,8.8,74.1,16.4,59.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6730,3,Zlux-G6_P4_P1_P3_P4.3.1.1,Zlux,,7/5/2023,7/4/2023,206,96,3,8.6,57,15.5,58.3,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/10/2023
6731,3,Dura-JSG-SRV-EAM-705_P1_P1_P4_P1.2.1.1,Dura,,7/1/2023,6/30/2023,173,57,4,9.3,60.5,12.5,61.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
6732,3,Mesa-JSG-Y-RMM-447_P4_P1_P5_P1.2.1.1,Mesa,,7/2/2023,7/1/2023,198,70,3,8.1,59.4,13.1,60.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/7/2023
6733,3,Zdip-CIM10003_P2_P1_P4_P3.3.1.1,Zdip,,6/27/2023,6/26/2023,167,50,2,7.6,54.5,12.4,44.7,7/17/2023,,,in FB (pickles),N,N,Y,,,,,8/2/2023
6734,3,Zlux-G3_P3_P1_P2_P1.2.1.1,Zlux,,7/4/2023,7/4/2023,192,62,2,8.4,61.4,14.4,58.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6735,3,Dura-JSG-SRV-EAM-708_P3_P1_P2_P1.3.1.1,Dura,,6/24/2023,6/26/2023,166,57,3,6.3,47.4,12.3,53.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,7/30/2023
6736,3,B73,B73,,7/4/2023,7/1/2023,189,66,2,8.5,67.1,14,62,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6737,3,Zlux-FAC--P-87_P1_P1_P5_P3.1.1.1,Zlux,,7/4/2023,7/3/2023,180,55,2,7,53.7,11.6,62.7,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/9/2023
6738,3,Nabo-JSG-SRV-604_P3_P1_P3_P2.3.1.1,Nabo,,6/27/2023,6/26/2023,174,72,3,7.6,58.1,14,57.1,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6739,3,Mesa-JSG-RMM-LCL-473_P3_P1_P3_P1.2.1.1,Mesa,,6/27/2023,6/27/2023,166,63,2,6.9,54,12.8,53.5,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/2/2023
6740,3,Bals-JLNCM-643_P3_P1_P1_P2.1.1.1,Bals,,7/1/2023,6/30/2023,187,67,3,9.2,59.5,13.9,63.2,7/17/2023,,,in FB (pickles),N,N,N,,,,,8/6/2023
