CLY23-D4,Rep,Female genotype,Species,Notes,DTS,DTA,PH (cm),EH (cm),EN,BW (cm),BL (cm),SL (cm),SPAD 1,SPAD 1 Date,SPAD 2,SPAD 2 Date,Leaf Auringle,ST,StPu,StPi,Zigzag,Prolificacy,Brace roots,Fv/Fm,Fv/Fm Date
5768,2,Nabo-JSG-SRV-606_P2_P1_P2_P2.2.1.1,Nabo,,7/2/2023,6/30/2023,155,40,1,6,58.1,12.8,48.3,7/19/2023,,,,,,,,,,,8/7/2023
5769,2,Bals-JACV-T-049_P2_P1_P3_P2.2.1.1,Bals,,7/4/2023,7/2/2023,210,77,4,8.2,67,15.6,60.5,7/19/2023,,,,,,,,,,,8/9/2023
5770,2,Bals-JSG-RMM-LCL-546_P3_P1_P1_P1.2.1.1,Bals,,7/4/2023,7/4/2023,225,77,2,8.9,64,14.3,61.3,7/19/2023,,,,,,,,,,,8/9/2023
5771,2,Bals-JSG-RMM-LCL-517_P2_P1_P1_P1.1.1.1,Bals,,7/4/2023,7/5/2023,238,112,3,8.4,61.3,13.8,62.5,7/19/2023,,,,,,,,,,,8/9/2023
5772,2,Dura-JSG-SRV-EAM-705_P4_P1_P4_P1.2.1.1,Dura,,7/1/2023,6/30/2023,163,74,2,6,48.1,13.4,59,7/19/2023,,,,,,,,,,,8/6/2023
5773,2,Bals-JSG-RMM-LCL-474_P2_P1_P5_P1.2.1.1,Bals,,6/26/2023,6/26/2023,164,65,2,7.2,51,11.5,65.1,7/19/2023,,,,,,,,,,,8/1/2023
5774,2,Zdip-CIM10003_P3_P1_P4_P1.2.1.1,Zdip,,6/30/2023,7/1/2023,165,45,1,6.7,57.5,12.5,38.2,7/19/2023,,,,,,,,,,,8/5/2023
5775,2,Zdip-JLVTKV-719_P2_P1_P5_P1.1.1.1,Zdip,,7/4/2023,7/2/2023,200,34,4,8,59.3,14.2,52.1,7/19/2023,,,,,,,,,,,8/9/2023
5776,2,Nabo-JSG-SRV-604_P3_P1_P5_P4.1.1.1,Nabo,,7/2/2023,7/1/2023,148,42,1,6.6,44.2,12.2,45.1,7/19/2023,,,,,,,,,,,8/7/2023
5777,2,B73,B73,,7/3/2023,6/30/2023,185,64,2,8.6,61.5,15.4,65.5,7/19/2023,,,,,,,,,,,8/8/2023
5778,2,B73,B73,,7/2/2023,6/30/2023,174,54,2,8.4,62.4,13.4,60.7,7/19/2023,,,,,,,,,,,8/7/2023
5779,2,Bals-JSG-LCL-704_P3_P1_P3_P1.2.1.1,Bals,,7/2/2023,6/30/2023,189,81,2,7.1,54,13.3,60.9,7/19/2023,,,,,,,,,,,8/7/2023
5780,2,Mesa-JSG-Y-LOS-75_P1_P1_P2_P1.1.1.1,Mesa,,7/4/2023,6/30/2023,163,40,2,7.5,54.7,13.6,53.1,7/19/2023,,,,,,,,,,,8/9/2023
5781,2,Mesa-JSG-Y-LOS-75_P1_P1_P3_P1.3.1.1,Mesa,,6/27/2023,6/26/2023,155,52,3,7.6,52,13.5,60.3,7/19/2023,,,,,,,,,,,8/2/2023
5782,2,Chal-JSG-LCL-559_P2_P2_P2_P1.4.1.1,Chal,,6/24/2023,6/28/2023,139,50,2,4.2,38.5,12.1,47.2,7/19/2023,,,,,,,,,,,7/30/2023
5783,2,Bals-JSG-RMM-LCL-514_P1_P1_P5_P1.2.1.1,Bals,,7/4/2023,7/4/2023,161,46,3,7.8,60.9,14,65.1,7/19/2023,,,,,,,,,,,8/9/2023
5784,2,Bals-JSG-RMM-LCL-534_P1_P1_P4_P1.1.1.1,Bals,,7/4/2023,7/4/2023,183,50,2,8.5,64,13.6,59.9,7/19/2023,,,,,,,,,,,8/9/2023
5785,2,Chal-JSG-JMHC-629_P4_P1_P3_P1.3.1.1,Chal,,6/26/2023,6/26/2023,135,29,2,7.8,57.4,14,60.9,7/19/2023,,,,,,,,,,,8/1/2023
5786,2,Zdip-JLVTKV-720_P1_P1_P5_P2.1.1.1,Zdip,,7/1/2023,6/29/2023,174,67,2,7.2,47,14.1,58.3,7/19/2023,,,,,,,,,,,8/6/2023
5787,2,Nabo-JSG-SRV-606_P2_P1_P1_P1.2.1.1,Nabo,,6/30/2023,6/30/2023,195,60,2,6.3,48.5,12.7,49.3,7/19/2023,,,,,,,,,,,8/5/2023
5788,2,Zdip-CIM10003_P3_P1_P3_P2.4.1.1,Zdip,,6/28/2023,6/28/2023,173,56,2,7.8,68.2,13.2,53.8,7/19/2023,,,,,,,,,,,8/3/2023
5789,2,Mesa-JSG-Y-RMM-440_P1_P1_P4_P1.1.1.1,Mesa,,6/30/2023,6/29/2023,167,60,2,8,52,13.8,60.2,7/19/2023,,,,,,,,,,,8/5/2023
5790,2,Mesa-JSG-465_P1_P1_P2_P2.1.1.1,Mesa,,7/1/2023,7/1/2023,187,61,2,7.2,47.3,15,58.4,7/19/2023,,,,,,,,,,,8/6/2023
5791,2,Nabo-JSG-SRV-604_P2_P1_P5_P2.3.1.1,Nabo,,7/2/2023,6/28/2023,163,46,1,7,49.4,13.5,45.7,7/19/2023,,,,,,,,,,,8/7/2023
5792,2,Chal-JSG_Y_RMM-463_P2_P5_P2_P2.3.1.1,Chal,short,,,,,,,,,,7/19/2023,,,,,,,,,,,2/4/1900
5793,2,Zdip-CIM10003_P2_P1_P5_P4.1.1.1,Zdip,,7/3/2023,6/30/2023,178,67,2,7,53.1,13.2,56.3,7/19/2023,,,,,,,,,,,8/8/2023
5794,2,Mesa-CIM11365_P4_P2_P3_P1.1.1.1,Mesa,,6/28/2023,6/28/2023,179,75,3,7.6,55.5,13.4,49.8,7/19/2023,,,,,,,,,,,8/3/2023
5795,2,Bals-JACV-T-082_P2_P1_P1_P1.2.1.1,Bals,,6/30/2023,6/30/2023,160,55,3,7.7,59.1,12,51.2,7/19/2023,,,,,,,,,,,8/5/2023
5796,2,Nabo-JSG-SRV-604_P2_P1_P5_P2.1.1.1,Nabo,,7/7/2023,7/7/2023,192,75,3,8.2,65.7,13.4,48.9,7/19/2023,,,,,,,,,,,8/12/2023
5797,2,Dura-JSG-SRV-EAM-708_P3_P1_P4_P1.1.1.1,Dura,,6/30/2023,6/30/2023,163,49,5,7.7,60.5,12.9,54.9,7/19/2023,,,,,,,,,,,8/5/2023
5798,2,Zlux-G6_P4_P1_P1_P2.2.1.1,Zlux,short,,,,,,,,,,7/19/2023,,,,,,,,,,,2/4/1900
5799,2,Dura-JSG-Y-RMM-429_P4_P1_P2_P1.1.1.1,Dura,,6/30/2023,6/30/2023,157,36,2,8.6,65.6,12.9,57.8,7/19/2023,,,,,,,,,,,8/5/2023
5800,2,Zdip-JLVTKV-719_P2_P1_P4_P3.2.1.1,Zdip,,7/1/2023,6/30/2023,155,39,2,7.2,55.2,13,51,7/19/2023,,,,,,,,,,,8/6/2023
5801,2,Dura-JSG-Y-RMM-429_P4_P1_P1_P3.2.1.1,Dura,,6/30/2023,6/30/2023,154,55,4,9.1,63.7,15.3,51.1,7/19/2023,,,,,,,,,,,8/5/2023
5802,2,Mesa-JSG-LCL-566_P2_P1_P2_P1.2.1.1,Mesa,,6/27/2023,6/27/2023,194,75,4,7,52.2,14.7,68.1,7/19/2023,,,,,,,,,,,8/2/2023
5803,2,B73,B73,,7/2/2023,6/30/2023,178,65,2,7.6,58,13.3,58.5,7/19/2023,,,,,,,,,,,8/7/2023
5804,2,Nabo-JSG-SRV-606_P2_P1_P3_P1.3.1.1,Nabo,,6/30/2023,6/28/2023,188,65,4,5.6,51.6,15.5,37.2,7/19/2023,,,,,,,,,,,8/5/2023
5805,2,Mesa-CIM11365_P2_P2_P4_P1.2.1.1,Mesa,,7/1/2023,6/30/2023,187,67,2,6.7,46,13.8,49.3,7/19/2023,,,,,,,,,,,8/6/2023
5806,2,Hueh-H2_P4_P1_P4_P1.2.1.1,Hueh,,7/3/2023,7/3/2023,219,70,4,8.1,63.7,15.3,54,7/19/2023,,,,,,,,,,,8/8/2023
5807,2,Zlux-G1_P1_P1_P1_P1.3.1.1,Zlux,,7/3/2023,7/2/2023,175,45,2,6.4,56.5,13.4,55.5,7/19/2023,,,,,,,,,,,8/8/2023
5808,2,Nabo-JSG-SRV-604_P2_P1_P5_P1.4.1.1,Nabo,,6/28/2023,6/28/2023,177,57,8,9.1,59.2,13.9,57,7/19/2023,,,,,,,,,,,8/3/2023
5809,2,Bals-JLNCM-649_P4_P1_P4_P1.1.1.1,Bals,,7/3/2023,7/3/2023,232,105,2,9.4,66,14.5,58.1,7/19/2023,,,,,,,,,,,8/8/2023
5810,2,B73,B73,,7/2/2023,6/30/2023,185,65,1,7.9,57.9,13.5,59,7/19/2023,,,,,,,,,,,8/7/2023
5811,2,Zdip-CIM10003_P2_P1_P4_P2.2.1.1,Zdip,short,,,,,,,,,,7/19/2023,,,,,,,,,,,2/4/1900
5812,2,Bals-JSG-Y-LOS-142_P2_P1_P3_P1.2.1.1,Bals,,7/3/2023,7/1/2023,185,74,2,7,50,14.6,50.4,7/19/2023,,,,,,,,,,,8/8/2023
5813,2,Zdip-JLVTKV-720_P1_P1_P5_P2.4.1.1,Zdip,,7/2/2023,7/2/2023,158,40,1,7.3,57,13.9,50.1,7/19/2023,,,,,,,,,,,8/7/2023
5814,2,B73,B73,,7/2/2023,6/28/2023,190,57,2,8.9,68.7,13.4,56.2,7/19/2023,,,,,,,,,,,8/7/2023
5815,2,Bals-JSG-RMM-LCL-568_P3_P1_P3_P1.2.1.1,Bals,,6/30/2023,7/1/2023,184,80,8,7.1,59,15.4,57.5,7/19/2023,,,,,,,,,,,8/5/2023
5816,2,Bals-JACV-T-049_P2_P1_P1_P1.2.1.1,Bals,,6/30/2023,6/26/2023,157,47,2,6.7,46,12.7,60.1,7/19/2023,,,,,,,,,,,8/5/2023
5817,2,Mesa-JSG-LCL-689_P2_P1_P3_P2.3.1.1,Mesa,,6/27/2023,6/27/2023,176,63,3,8.2,54.1,13.8,54.5,7/19/2023,,,,,,,,,,,8/2/2023
5818,2,Chal-JSG-JMHC-626_P4_P1_P5_P1.1.1.1,Chal,,7/2/2023,6/30/2023,191,75,3,7.8,57.6,14.4,55.3,7/19/2023,,,,,,,,,,,8/7/2023
5819,2,Bals-JSG-Y-RMM-458_P1_P1_P1_P1.2.1.1,Bals,,6/30/2023,6/28/2023,185,69,3,9.3,65.2,15,61,7/19/2023,,,,,,,,,,,8/5/2023
5820,2,Bals-JSG-Y-LOS-142_P1_P1_P4_P1.2.1.1,Bals,,7/2/2023,7/1/2023,196,70,2,8.1,58.6,14.4,62,7/19/2023,,,,,,,,,,,8/7/2023
5821,2,Bals-JSG-Y-LOS-142_P1_P1_P2_P1.2.1.1,Bals,,7/4/2023,7/2/2023,210,79,2,7.3,60.5,13.6,55.8,7/19/2023,,,,,,,,,,,8/9/2023
5822,2,Bals-JLHNM-664_P3_P1_P3_P1.1.1.1,Bals,,7/2/2023,6/30/2023,170,60,2,7.1,55.2,13.5,62,7/19/2023,,,,,,,,,,,8/7/2023
5823,2,Bals-JSG-RMM-LCL-517_P2_P1_P3_P1.1.1.1,Bals,,7/6/2023,7/5/2023,181,77,2,7,52.6,13.8,59.3,7/19/2023,,,,,,,,,,,8/11/2023
5824,2,Bals-JSG-RMM-LCL-546_P3_P1_P5_P1.1.1.1,Bals,,7/12/2023,7/10/2023,240,93,1,8.2,70.5,14,65.9,7/19/2023,,,,,,,,,,,8/17/2023
5825,2,Zdip-JLVTKV-720_P1_P1_P5_P4.4.1.1,Zdip,,7/1/2023,6/30/2023,157,66,2,7.6,62.6,12.2,59.9,7/19/2023,,,,,,,,,,,8/6/2023
5826,2,Dura-JSG-Y-RMM-429_P4_P1_P5_P1.1.1.1,Dura,,6/28/2023,6/28/2023,186,65,2,7.6,58.5,12.4,57.4,7/19/2023,,,,,,,,,,,8/3/2023
5827,2,Hueh-H1_P3_P1_P1_P1.1.1.1,Hueh,,7/3/2023,7/1/2023,166,61,4,5.6,45.2,14,58.6,7/19/2023,,,,,,,,,,,8/8/2023
5828,2,Nabo-JSG-SRV-604_P3_P1_P1_P4.3.1.1,Nabo,,7/3/2023,7/1/2023,208,75,2,9.3,58,16.6,60.9,7/19/2023,,,,,,,,,,,8/8/2023
5829,2,Bals-JSG-RMM-558_P3_P1_P1_P1.1.1.1,Bals,,7/3/2023,7/2/2023,203,61,1,6.7,70.6,13.8,42.2,7/19/2023,,,,,,,,,,,8/8/2023
5830,2,Nabo-JSG-SRV-604_P3_P1_P2_P3.4.1.1,Nabo,,7/3/2023,7/3/2023,213,75,3,7.1,64.7,14.3,46.2,7/19/2023,,,,,,,,,,,8/8/2023
5831,2,Zlux-G1_P1_P1_P2_P3.3.1.1,Zlux,,7/3/2023,7/2/2023,216,78,4,9.4,62.9,13.4,64.8,7/19/2023,,,,,,,,,,,8/8/2023
5832,2,Bals-JSG-LCL-JR-P-702_P4_P1_P3_P2.2.1.1,Bals,,6/30/2023,6/29/2023,161,59,2,6.7,46.9,14.6,55.9,7/19/2023,,,,,,,,,,,8/5/2023
5833,2,Bals-JSG-LCL-672_P4_P1_P4_P1.2.1.1,Bals,,7/2/2023,6/30/2023,186,66,2,8.8,60.9,14.1,57.7,7/19/2023,,,,,,,,,,,8/7/2023
5834,2,Zdip-JLVTKV-719_P2_P1_P4_P3.3.1.1,Zdip,,7/5/2023,6/30/2023,172,52,1,6.9,60,13.7,39.9,7/19/2023,,,,,,,,,,,8/10/2023
5835,2,Dura-JSG-Y-RMM-429_P4_P1_P4_P4.1.1.1,Dura,,6/26/2023,6/26/2023,217,80,3,6.1,56.4,13.1,52.9,7/19/2023,,,,,,,,,,,8/1/2023
5836,2,Zdip-JLVTKV-720_P1_P1_P3_P1.3.1.1,Zdip,,6/27/2023,6/27/2023,176,69,2,7.2,50,13,57.8,7/19/2023,,,,,,,,,,,8/2/2023
5837,2,Bals-JLHNM-661_P2_P2_P2_P2.2.1.1,Bals,,6/26/2023,6/26/2023,148,50,5,7.1,65.8,11.6,67.6,7/19/2023,,,,,,,,,,,8/1/2023
5838,2,Nabo-JSG-SRV-604_P3_P1_P5_P4.2.1.1,Nabo,,6/26/2023,6/25/2023,174,65,3,6.9,59.2,12.1,51.4,7/19/2023,,,,,,,,,,,8/1/2023
5839,2,Bals-JSG-RMM-LCL-539_P3_P1_P1_P2.2.1.1,Bals,,6/30/2023,6/28/2023,184,75,6,8.3,62.3,14.6,67.1,7/19/2023,,,,,,,,,,,8/5/2023
5840,2,Dura-JSG-SRV-EAM-708_P3_P1_P1_P1.2.1.1,Dura,,7/1/2023,6/30/2023,171,50,1,8,60.6,13,57.4,7/19/2023,,,,,,,,,,,8/6/2023
5841,2,Zlux-G3_P3_P1_P4_P1.1.1.1,Zlux,,7/1/2023,7/1/2023,160,43,2,7.6,51.8,13.3,54.3,7/19/2023,,,,,,,,,,,8/6/2023
5842,2,Bals-JSG-RMM-558_P3_P1_P1_P2.1.1.1,Bals,short,,,,,,,,,,7/19/2023,,,,,,,,,,,2/4/1900
5843,2,Dura-JSG-SRV-EAM-705_P4_P1_P5_P1.3.1.1,Dura,,6/28/2023,6/28/2023,176,67,8,7.1,52.7,14,66,7/19/2023,,,,,,,,,,,8/3/2023
5844,2,Bals-JSG-RMM-LCL-495_P4_P1_P5_P2.1.1.1,Bals,NG,NA,NA,,,,,,,,,,,,,,,,,,,
5845,2,Bals-JSG-RMM-LCL-539_P3_P1_P2_P2.2.1.1,Bals,,7/5/2023,7/2/2023,182,60,1,7.4,54.8,14,50.4,7/19/2023,,,,,,,,,,,8/10/2023
5846,2,Zdip-JSG-RMM-LCL-551_P3_P1_P1_P3.2.1.1,Zdip,,7/3/2023,7/2/2023,138,41,2,7.4,47.6,12,56.7,7/19/2023,,,,,,,,,,,8/8/2023
5847,2,Mesa-JSG-Y-RMM-450_P2_P1_P3_P1.2.1.1,Mesa,,7/2/2023,6/30/2023,197,61,1,7.9,62,13.1,55.7,7/19/2023,,,,,,,,,,,8/7/2023
5848,2,Dura-JSG-SRV-EAM-708_P3_P1_P1_P3.2.1.1,Dura,,6/28/2023,6/27/2023,198,59,2,8,67.5,14.1,59.8,7/19/2023,,,,,,,,,,,8/3/2023
5849,2,Nabo-JSG-SRV-606_P2_P1_P5_P2.3.1.1,Nabo,,6/29/2023,6/27/2023,181,76,3,7.1,54.6,13,50.2,7/19/2023,,,,,,,,,,,8/4/2023
5850,2,Mesa-JSG-Y-RMM-440_P1_P1_P3_P1.1.1.1,Mesa,,7/2/2023,7/2/2023,177,60,3,8.1,61.8,12.6,46.7,7/19/2023,,,,,,,,,,,8/7/2023
5851,2,Zlux-G3_P3_P1_P1_P2.2.1.1,Zlux,,7/2/2023,7/2/2023,195,56,2,8.1,70.1,14.1,55.9,7/19/2023,,,,,,,,,,,8/7/2023
5852,2,Bals-JLNCM-654_P1_P1_P5_P1.2.1.1,Bals,,6/30/2023,6/30/2023,206,87,2,7.8,64.5,14.5,52.5,7/19/2023,,,,,,,,,,,8/5/2023
5853,2,Bals-JLNCM-654_P1_P1_P2_P1.2.1.1,Bals,,6/30/2023,6/30/2023,196,85,3,7.6,53,14.7,46.7,7/19/2023,,,,,,,,,,,8/5/2023
5854,2,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P1.3.1.1,Zdip,,6/28/2023,6/28/2023,165,50,3,8.6,67.5,13.5,55.8,7/19/2023,,,,,,,,,,,8/3/2023
5855,2,Mesa-JSG-Y-RMM-438_P1_P1_P4_P2.1.1.1,Mesa,,7/1/2023,6/30/2023,185,71,3,8,56.1,13.2,56.9,7/19/2023,,,,,,,,,,,8/6/2023
5856,2,Bals-JSG-RMM-LCL-474_P2_P1_P5_P2.1.1.1,Bals,,7/1/2023,6/28/2023,170,53,1,7.7,55.5,15,50.6,7/19/2023,,,,,,,,,,,8/6/2023
5857,2,Nabo-JSG-SRV-604_P2_P1_P5_P4.4.1.1,Nabo,,7/6/2023,7/5/2023,235,87,2,9.3,60.2,13.5,51,7/19/2023,,,,,,,,,,,8/11/2023
5858,2,Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.2.1.1,Mesa,,7/3/2023,7/2/2023,215,98,4,7.3,59.7,14.9,54.8,7/19/2023,,,,,,,,,,,8/8/2023
5859,2,Dura-JSG-Y-RMM-429_P4_P1_P3_P1.2.1.1,Dura,,6/26/2023,6/26/2023,178,65,3,7.9,56.8,12,55.8,7/19/2023,,,,,,,,,,,8/1/2023
5860,2,Bals-JSG-RMM-LCL-517_P2_P1_P1_P2.1.1.1,Bals,,7/6/2023,7/3/2023,171,55,1,6.4,54.5,13,45,7/19/2023,,,,,,,,,,,8/11/2023
5861,2,Bals-JSG-RMM-LCL-474_P2_P1_P2_P1.2.1.1,Bals,,7/2/2023,6/30/2023,187,70,3,8.7,60.6,13.7,56,7/19/2023,,,,,,,,,,,8/7/2023
5862,2,Bals-JLNCM-643_P3_P1_P1_P1.2.1.1,Bals,,6/30/2023,6/28/2023,185,33,2,8.2,63.3,13.3,51.3,7/19/2023,,,,,,,,,,,8/5/2023
5863,2,Bals-JLNCM-657_P4_P1_P4_P1.2.1.1,Bals,,7/3/2023,7/5/2023,195,71,5,10.1,68.7,16,49.1,7/19/2023,,,,,,,,,,,8/8/2023
5864,2,Nabo-JSG-SRV-606_P2_P1_P2_P4.2.1.1,Nabo,,6/28/2023,6/28/2023,177,85,3,6.4,37.7,14.2,35.5,7/19/2023,,,,,,,,,,,8/3/2023
5865,2,Zdip-JLVTKV-720_P1_P1_P1_P2.1.1.1,Zdip,,7/2/2023,6/30/2023,165,55,3,6.5,46.5,13.5,58.9,7/19/2023,,,,,,,,,,,8/7/2023
5866,2,Mesa-JSG-Y-RMM-444_P2_P1_P1_P2.1.1.1,Mesa,,7/2/2023,6/30/2023,205,69,2,10.3,62.6,13.9,56.8,7/19/2023,,,,,,,,,,,8/7/2023
5867,2,Nabo-JSG-SRV-604_P2_P1_P4_P2.3.1.1,Nabo,,6/28/2023,6/28/2023,155,51,2,6.2,38.5,12,45.1,7/19/2023,,,,,,,,,,,8/3/2023
5868,2,Zdip-CIM10003_P3_P1_P2_P5.3.1.1,Zdip,,6/28/2023,6/28/2023,161,56,2,6.4,58.5,13.8,58.5,7/19/2023,,,,,,,,,,,8/3/2023
5869,2,Zdip-JLVTKV-719_P2_P1_P4_P2.1.1.1,Zdip,,6/28/2023,6/29/2023,196,70,2,8,62.9,14.9,60.9,7/19/2023,,,,,,,,,,,8/3/2023
5870,2,Mesa-JACV-T-018_P2_P5_P1_P2.4.1.1,Mesa,,7/3/2023,7/5/2023,205,80,3,10,59.3,15,63,7/19/2023,,,,,,,,,,,8/8/2023
5871,2,Nabo-JSG-SRV-604_P2_P1_P1_P2.4.1.1,Nabo,,7/6/2023,7/3/2023,217,67,1,6.8,57,15.2,53.3,7/19/2023,,,,,,,,,,,8/11/2023
5872,2,Chal-JSG-Y-RMM-463_P2_P1_P4_P1.2.1.1,Chal,,6/28/2023,6/28/2023,157,53,2,6.1,47.1,12.3,25.8,7/19/2023,,,,,,,,,,,8/3/2023
5873,2,Dura-JSG-Y-RMM-429_P4_P1_P3_P1.1.1.1,Dura,,6/27/2023,6/28/2023,198,70,2,8.1,58.3,14.1,47.9,7/19/2023,,,,,,,,,,,8/2/2023
5874,2,Mesa-JACV-T-018_P2_P1_P4_P1.3.1.1,Mesa,,6/27/2023,6/27/2023,207,94,3,7.3,46,14.9,49.4,7/19/2023,,,,,,,,,,,8/2/2023
5875,2,Bals-JSG-LCL-672_P4_P1_P1_P1.2.1.1,Bals,,6/30/2023,6/28/2023,188,60,2,8.5,62.3,13.2,54.7,7/19/2023,,,,N,N,Y,,,,,8/5/2023
5876,2,B73,B73,,7/2/2023,6/30/2023,181,54,2,7.2,62.9,13.1,52.7,7/19/2023,,,,N,N,N,,,,,8/7/2023
5877,2,Mesa-JSG-Y-LOS-75_P1_P1_P5_P1.1.1.1,Mesa,,6/27/2023,6/28/2023,172,60,3,7.1,55.5,13.4,61.6,7/19/2023,,,,N,N,N,,,,,8/2/2023
5878,2,Zdip-JLVTKV-719_P2_P1_P4_P4.3.1.1,Zdip,,7/2/2023,6/30/2023,185,50,1,8.1,56.9,15,46.4,7/19/2023,,,,N,N,N,,,,,8/7/2023
5879,2,Mesa-JSG-Y-LOS-75_P2_P1_P4_P1.2.1.1,Mesa,,7/3/2023,7/3/2023,162,73,5,7.9,52,13.8,52.4,7/19/2023,,,,N,N,Y,,,,,8/8/2023
5880,2,Nabo-JSG-SRV-604_P3_P1_P5_P1.2.1.1,Nabo,,7/3/2023,7/2/2023,190,60,2,7.4,64.5,13.8,45.5,7/19/2023,,,,N,N,Y,,,,,8/8/2023
5881,2,Chal-CIM27215(CIM-1)_P2_P1_P5_P1.1.1.1,Chal,,7/2/2023,7/1/2023,160,73,2,6.6,48.3,12.8,58.4,7/19/2023,,,,N,Y,Y,,,,,8/7/2023
5882,2,Zdip-CIM10003_P2_P1_P5_P1.2.1.1,Zdip,,6/28/2023,6/28/2023,177,75,5,8.7,63.2,13,61.6,7/19/2023,,,,N,N,N,,,,,8/3/2023
5883,2,Nabo-JSG-SRV-604_P2_P1_P1_P1.5.1.1,Nabo,,7/1/2023,6/29/2023,185,73,2,5.5,47,14.3,58.6,7/19/2023,,,,N,N,N,,,,,8/6/2023
5884,2,B73,B73,,7/2/2023,7/2/2023,178,65,2,7.9,60,13.4,59.1,7/19/2023,,,,N,N,N,,,,,8/7/2023
5885,2,Chal-JSG-JMHC-631_P2_P1_P1_P1.3.1.1,Chal,short/sterile,7/3/2023,7/3/2023,134,47,1,4.6,35.9,10.3,23.9,7/19/2023,,,,N,N,N,,,,,8/8/2023
5886,2,Bals-JSG-LCL-JR-P-702_P4_P1_P2_P2.2.1.1,Bals,,6/30/2023,6/30/2023,191,76,3,8.5,64,14.1,54,7/19/2023,,,,N,N,N,,,,,8/5/2023
5887,2,Dura-JSG-SRV-EAM-705_P4_P1_P1_P4.3.1.1,Dura,,7/2/2023,7/1/2023,173,73,3,7.1,54.1,13.9,61.9,7/19/2023,,,,N,N,N,,,,,8/7/2023
5888,2,Nabo-JSG-SRV-604_P3_P1_P1_P4.4.1.1,Nabo,,7/1/2023,6/30/2023,186,62,2,7.3,55,14,49.4,7/19/2023,,,,N,N,N,,,,,8/6/2023
5889,2,Bals-JLNCM-643_P3_P1_P1_P2.2.1.1,Bals,,6/30/2023,6/30/2023,196,70,3,6.9,50.2,13.4,66,7/19/2023,,,,N,N,N,,,,,8/5/2023
5890,2,Zlux-G7_P2_P1_P4_P1.3.1.1,Zlux,,6/30/2023,6/27/2023,168,55,3,7.4,54.9,12.9,55.7,7/19/2023,,,,N,N,N,,,,,8/5/2023
5891,2,Nabo-JSG-SRV-604_P3_P1_P1_P3.4.1.1,Nabo,,6/26/2023,6/25/2023,185,69,2,7,57,13,45.8,7/19/2023,,,,N,N,Y,,,,,8/1/2023
5892,2,Mesa-JSG-RMM-LCL-536_P1_P1_P1_P1.2.1.1,Mesa,,7/1/2023,6/30/2023,189,70,2,7.7,60,14.9,58.9,7/19/2023,,,,N,N,N,,,,,8/6/2023
5893,2,Purple Check,Check,,NA,NA,,,,,,,,,,,,,,,,,,,
5894,2,Zlux-G3_P3_P1_P1_P3.3.1.1,Zlux,,7/2/2023,6/30/2023,168,60,2,7.8,56.5,13.6,52.6,7/19/2023,,,,N,N,N,,,,,8/7/2023
5895,2,Bals-JSG-RMM-LCL-546_P3_P1_P1_P1.1.1.1,Bals,,7/3/2023,7/4/2023,201,74,2,8.6,61.3,14.3,58.8,7/19/2023,,,,N,N,N,,,,,8/8/2023
5896,2,Zlux-G1_P1_P1_P2_P3.2.1.1,Zlux,,7/2/2023,7/2/2023,195,78,2,8,62.5,12.9,57.8,7/19/2023,,,,N,N,N,,,,,8/7/2023
5897,2,Nabo-JSG-SRV-604_P2_P1_P5_P6.3.1.1,Nabo,,6/27/2023,6/28/2023,170,66,2,8.8,59,13.4,61.8,7/19/2023,,,,N,N,N,,,,,8/2/2023
5898,2,Bals-JSG-RMM-LCL-517_P2_P1_P1_P2.2.1.1,Bals,,7/5/2023,7/6/2023,181,67,4,6.3,51.1,14.8,54.3,7/19/2023,,,,N,N,N,,,,,8/10/2023
5899,2,B73,B73,,7/2/2023,7/1/2023,183,63,2,8.1,61.7,14,56.6,7/19/2023,,,,N,N,N,,,,,8/7/2023
5900,2,Nabo-JSG-SRV-604_P2_P1_P3_P3.1.1.1,Nabo,,7/2/2023,6/30/2023,194,61,2,8.3,55,15.4,58.5,7/19/2023,,,,N,N,Y,,,,,8/7/2023
5901,2,Hueh-H1_P3_P1_P3_P1.2.1.1,Hueh,,7/2/2023,7/2/2023,151,59,2,7.1,51,14.3,58.5,7/19/2023,,,,N,N,N,,,,,8/7/2023
5902,2,Zdip-JLVTKV-719_P2_P1_P3_P2.3.1.1,Zdip,,6/30/2023,6/28/2023,157,50,1,6.1,52.8,13.3,53.4,7/19/2023,,,,N,N,N,,,,,8/5/2023
5903,2,Chal-CIM27215(CIM-1)_P2_P1_P4_P1.1.1.1,Chal,,6/30/2023,6/30/2023,204,86,4,8,68,13.2,69.2,7/19/2023,,,,N,N,Y,,,,,8/5/2023
5904,2,Hueh-H2_P4_P1_P3_P3.4.1.1,Hueh,,6/27/2023,6/27/2023,187,56,2,7.4,68.1,14.5,48.6,7/19/2023,,,,N,N,Y,,,,,8/2/2023
5905,2,Zdip-CIM10003_P3_P1_P1_P1.1.1.1,Zdip,,7/1/2023,6/28/2023,218,84,3,9.3,66.3,15,60.4,7/19/2023,,,,N,N,N,,,,,8/6/2023
5906,2,Zdip-CIM10003_P2_P1_P3_P4.1.1.1,Zdip,,7/2/2023,7/2/2023,157,55,3,8.3,55.7,11.9,49.9,7/19/2023,,,,N,N,N,,,,,8/7/2023
